firstName,lastName,age,eyeColour,hairColour
Michael,Miller,52,brown,blonde
John,Garcia,51,blue,blue
Patricia,Miller,64,blue,white
Susan,Johnson,2,hazel,brown
Jennifer,Miller,43,green,brown
Jennifer,Garcia,62,brown,grey
Mary,Smith,68,brown,blue
Linda,Brown,94,brown,black
Robert,Thomas,25,brown,blue
John,Johnson,95,green,blue
James,Wilson,16,brown,blonde
James,Miller,70,green,blue
Mary,Jones,20,blue,ginger
Michael,Jones,43,green,ginger
Michael,Jones,8,hazel,white
Michael,Johnson,16,green,ginger
Patricia,Johnson,60,hazel,blonde
John,Garcia,87,brown,black
Susan,Garcia,58,green,ginger
James,Johnson,13,brown,blue
Patricia,Miller,40,brown,brown
Susan,Smith,36,green,grey
Michael,Thomas,3,blue,black
Patricia,Miller,7,hazel,blue
Mary,Williams,18,hazel,grey
Patricia,Davis,80,brown,blonde
Robert,Garcia,94,blue,grey
David,Thomas,35,brown,blonde
Robert,Davis,39,blue,white
Mary,Davis,74,blue,grey
David,Williams,45,brown,white
Mary,Miller,49,blue,brown
James,Wilson,97,hazel,black
John,Williams,83,hazel,blonde
Jennifer,Smith,20,green,ginger
Susan,Davis,76,green,white
Linda,Jones,9,brown,brown
Susan,Thomas,39,hazel,blue
Jennifer,Miller,31,hazel,blonde
Mary,Thomas,18,brown,black
Jennifer,Garcia,46,blue,brown
David,Jones,81,blue,blue
Susan,Williams,68,green,ginger
Linda,Smith,59,hazel,ginger
Jennifer,Smith,46,blue,ginger
Jennifer,Jones,3,hazel,white
Patricia,Miller,45,hazel,ginger
David,Johnson,58,blue,blue
Mary,Brown,28,brown,brown
Patricia,Williams,27,hazel,blue
John,Wilson,54,hazel,brown
Linda,Smith,48,blue,white
Robert,Brown,40,hazel,blue
James,Jones,87,brown,ginger
Mary,Jones,9,green,ginger
Jennifer,Davis,60,brown,blue
Michael,Wilson,32,hazel,brown
Jennifer,Davis,29,green,ginger
John,Smith,77,hazel,ginger
David,Davis,77,brown,white
Mary,Jones,15,green,blue
Michael,Smith,32,blue,white
John,Miller,37,green,brown
David,Thomas,41,hazel,blue
Patricia,Wilson,36,hazel,black
Susan,Brown,50,blue,blonde
Michael,Smith,58,blue,blue
David,Miller,4,blue,ginger
Robert,Garcia,34,hazel,brown
David,Wilson,15,hazel,blue
Robert,Smith,41,brown,ginger
Linda,Thomas,13,hazel,blonde
John,Miller,33,blue,white
Mary,Williams,61,hazel,blonde
Michael,Jones,72,brown,brown
David,Wilson,7,blue,grey
Mary,Davis,84,hazel,white
Robert,Davis,73,brown,ginger
James,Jones,91,brown,black
Susan,Garcia,61,blue,brown
Linda,Davis,9,blue,grey
Mary,Davis,61,green,blue
Robert,Jones,95,green,grey
David,Wilson,9,blue,grey
Patricia,Thomas,47,green,black
David,Miller,17,brown,white
Michael,Garcia,72,blue,white
Linda,Davis,38,green,brown
Linda,Miller,58,green,blue
Mary,Thomas,53,brown,blue
Mary,Jones,97,blue,blonde
Jennifer,Garcia,79,green,ginger
Susan,Johnson,52,brown,grey
James,Wilson,87,blue,brown
Patricia,Smith,8,brown,blue
Jennifer,Davis,40,green,grey
James,Thomas,66,brown,brown
Linda,Brown,22,green,white
Jennifer,Johnson,86,hazel,grey
Jennifer,Williams,80,hazel,white
Susan,Wilson,53,blue,grey
Jennifer,Garcia,58,blue,blonde
Robert,Williams,72,blue,black
James,Thomas,30,blue,brown
John,Thomas,49,brown,grey
Susan,Smith,27,hazel,blonde
Robert,Williams,33,blue,blue
James,Johnson,80,hazel,ginger
David,Wilson,34,hazel,blue
Patricia,Johnson,68,green,blue
Patricia,Brown,71,blue,blonde
Mary,Johnson,31,green,blonde
Robert,Williams,35,hazel,blue
Patricia,Thomas,86,blue,blue
David,Wilson,16,hazel,white
Michael,Garcia,40,green,black
David,Davis,57,hazel,ginger
Jennifer,Davis,2,brown,blue
Mary,Wilson,97,green,black
Susan,Thomas,5,brown,white
Michael,Jones,38,blue,grey
John,Davis,81,hazel,brown
Patricia,Garcia,36,brown,white
Linda,Garcia,38,brown,blue
Patricia,Miller,53,green,white
Patricia,Davis,69,blue,brown
Mary,Jones,21,hazel,black
Jennifer,Williams,35,blue,ginger
John,Garcia,3,green,ginger
John,Wilson,52,hazel,grey
Susan,Smith,72,brown,brown
Jennifer,Davis,16,blue,brown
Patricia,Jones,19,blue,blonde
Patricia,Williams,63,blue,brown
Patricia,Davis,81,brown,blonde
Michael,Thomas,86,green,blonde
Robert,Garcia,26,hazel,brown
David,Williams,83,brown,black
Robert,Miller,23,green,ginger
Michael,Smith,93,brown,blue
John,Thomas,34,blue,brown
Jennifer,Miller,87,brown,white
James,Miller,80,brown,white
Mary,Garcia,42,green,black
Mary,Brown,84,green,black
Linda,Davis,42,brown,blue
Michael,Thomas,26,hazel,brown
Susan,Brown,50,blue,ginger
David,Miller,12,hazel,brown
Patricia,Johnson,24,green,grey
Mary,Williams,13,green,brown
Susan,Miller,54,blue,black
Linda,Thomas,55,hazel,black
Jennifer,Smith,90,green,blonde
Linda,Davis,46,blue,black
Susan,Smith,9,green,white
Linda,Johnson,29,brown,blonde
Susan,Johnson,28,blue,ginger
David,Wilson,55,hazel,blue
Linda,Williams,66,green,brown
James,Jones,65,blue,blonde
Michael,Thomas,93,hazel,ginger
Susan,Thomas,35,green,grey
Mary,Wilson,49,hazel,brown
Jennifer,Davis,58,brown,black
David,Smith,11,green,blonde
James,Thomas,60,blue,white
Robert,Thomas,79,brown,blonde
Linda,Thomas,40,brown,ginger
Mary,Thomas,88,blue,grey
James,Davis,35,green,grey
Mary,Garcia,19,green,white
Mary,Davis,27,blue,brown
Patricia,Wilson,53,blue,grey
Robert,Williams,60,brown,blonde
Patricia,Smith,29,blue,blonde
Linda,Garcia,13,green,white
David,Wilson,41,blue,blue
David,Jones,97,brown,white
Michael,Thomas,84,green,brown
Mary,Johnson,1,blue,brown
Mary,Miller,20,hazel,brown
Linda,Davis,45,hazel,ginger
David,Davis,69,blue,grey
Robert,Garcia,53,brown,blue
Mary,Garcia,67,green,white
Susan,Jones,84,hazel,brown
Susan,Brown,77,hazel,blue
Linda,Brown,96,green,ginger
James,Johnson,98,hazel,blue
Mary,Williams,70,green,white
Michael,Smith,76,green,brown
Mary,Brown,38,brown,grey
Patricia,Johnson,92,blue,blue
John,Wilson,17,green,blonde
Susan,Smith,53,hazel,blonde
John,Garcia,96,green,blue
Mary,Brown,58,blue,ginger
John,Smith,45,green,brown
Jennifer,Johnson,59,hazel,blue
Linda,Jones,29,brown,ginger
John,Williams,4,hazel,black
Mary,Garcia,84,hazel,black
Jennifer,Wilson,72,green,blue
Patricia,Smith,69,hazel,grey
Michael,Jones,15,green,brown
Susan,Wilson,36,blue,grey
Michael,Brown,80,hazel,white
Patricia,Jones,48,brown,white
Michael,Garcia,65,green,black
David,Miller,21,brown,blonde
Linda,Williams,85,green,grey
Patricia,Brown,77,green,grey
Mary,Williams,34,green,ginger
James,Davis,67,hazel,ginger
Robert,Brown,86,blue,blonde
Robert,Williams,7,green,ginger
Robert,Johnson,81,green,brown
Michael,Miller,65,blue,black
John,Miller,47,brown,black
Mary,Davis,81,brown,grey
John,Thomas,91,blue,grey
Susan,Smith,2,hazel,black
John,Jones,28,hazel,white
Patricia,Wilson,86,hazel,blonde
Mary,Brown,35,blue,white
Linda,Johnson,15,hazel,ginger
Patricia,Davis,5,green,blue
Robert,Williams,16,blue,black
John,Garcia,22,blue,blonde
Susan,Jones,45,brown,grey
Linda,Johnson,90,hazel,blue
Michael,Jones,81,hazel,grey
Jennifer,Jones,40,brown,white
Mary,Williams,84,hazel,white
Jennifer,Williams,36,green,blue
John,Williams,16,blue,brown
Susan,Thomas,67,hazel,blonde
Patricia,Wilson,14,blue,brown
Robert,Garcia,37,green,brown
Linda,Smith,40,green,brown
Mary,Johnson,58,hazel,black
Linda,Smith,72,hazel,grey
Robert,Smith,27,brown,black
Linda,Thomas,81,blue,black
Michael,Brown,81,green,white
Patricia,Thomas,12,green,white
John,Smith,66,blue,brown
Robert,Thomas,89,green,blue
Susan,Thomas,78,blue,black
Michael,Thomas,21,blue,blonde
Linda,Jones,12,green,grey
James,Davis,20,hazel,white
Susan,Garcia,20,blue,blonde
Patricia,Wilson,70,brown,grey
Michael,Garcia,65,green,black
Linda,Miller,77,hazel,grey
Patricia,Williams,78,green,blonde
Patricia,Garcia,90,brown,blue
Linda,Garcia,30,brown,brown
Mary,Johnson,16,brown,ginger
John,Brown,13,green,ginger
David,Miller,10,hazel,ginger
David,Thomas,74,blue,brown
David,Smith,46,hazel,black
Mary,Davis,40,brown,black
Patricia,Miller,33,brown,black
Patricia,Wilson,3,hazel,brown
Robert,Miller,24,brown,white
John,Smith,46,hazel,brown
Mary,Smith,61,brown,white
David,Thomas,31,green,brown
John,Thomas,58,brown,white
Patricia,Smith,5,blue,blonde
Susan,Thomas,23,hazel,blue
Jennifer,Smith,98,hazel,blonde
David,Wilson,17,brown,white
Linda,Miller,59,brown,black
Michael,Brown,27,brown,ginger
John,Brown,8,brown,blonde
David,Jones,31,hazel,white
John,Smith,34,brown,grey
Mary,Johnson,88,brown,brown
Michael,Garcia,91,blue,blonde
Patricia,Johnson,36,hazel,blue
Linda,Wilson,97,blue,blue
David,Williams,90,brown,white
James,Jones,66,hazel,blue
Susan,Wilson,63,brown,brown
Robert,Davis,53,brown,blue
David,Davis,17,green,brown
John,Smith,88,green,blonde
Linda,Davis,36,green,black
Mary,Brown,22,brown,blue
John,Miller,84,blue,blonde
James,Wilson,64,green,grey
Linda,Miller,97,hazel,ginger
Michael,Wilson,60,brown,blue
David,Miller,41,blue,ginger
Jennifer,Davis,13,hazel,blue
Michael,Johnson,35,green,black
Susan,Johnson,1,blue,brown
Linda,Wilson,72,blue,blue
David,Smith,37,blue,white
Susan,Garcia,96,green,blue
Robert,Davis,15,blue,blonde
Mary,Wilson,24,hazel,blue
Robert,Wilson,43,hazel,ginger
John,Davis,8,hazel,black
James,Smith,63,brown,blonde
Mary,Garcia,52,green,blonde
James,Garcia,66,green,blonde
Linda,Johnson,46,hazel,grey
Susan,Thomas,8,hazel,ginger
Michael,Smith,75,blue,grey
James,Brown,36,hazel,blue
Patricia,Brown,4,blue,blue
David,Davis,44,hazel,ginger
Jennifer,Williams,68,hazel,grey
Mary,Johnson,19,hazel,blue
Mary,Miller,37,brown,ginger
Robert,Williams,60,blue,ginger
James,Miller,59,blue,ginger
David,Williams,84,blue,blonde
Jennifer,Smith,56,blue,ginger
John,Davis,58,hazel,black
James,Thomas,84,green,grey
John,Wilson,44,green,blonde
Susan,Williams,72,hazel,black
Susan,Smith,28,blue,white
Patricia,Jones,23,green,ginger
Robert,Miller,82,green,black
John,Garcia,66,brown,ginger
Mary,Jones,44,hazel,white
David,Williams,42,hazel,brown
James,Jones,93,green,grey
Patricia,Williams,83,brown,blue
John,Williams,80,hazel,white
Jennifer,Wilson,42,blue,blue
John,Jones,95,green,blue
Mary,Brown,92,green,blue
Robert,Brown,48,green,grey
Michael,Brown,49,brown,blue
David,Wilson,17,blue,blonde
Michael,Williams,62,blue,ginger
John,Garcia,21,green,brown
Jennifer,Williams,18,hazel,blue
David,Thomas,65,brown,ginger
Linda,Brown,10,green,black
David,Jones,32,brown,white
James,Johnson,88,hazel,blue
James,Garcia,38,brown,brown
Linda,Thomas,89,hazel,blue
Mary,Jones,57,brown,grey
David,Johnson,72,blue,black
Mary,Jones,90,brown,brown
James,Jones,60,brown,black
David,Johnson,32,green,blonde
James,Jones,36,green,brown
John,Thomas,87,brown,white
Linda,Thomas,62,green,brown
John,Garcia,38,blue,blonde
Susan,Wilson,33,hazel,brown
Jennifer,Miller,44,green,grey
Michael,Thomas,61,brown,blue
Jennifer,Wilson,9,green,ginger
Susan,Smith,21,hazel,white
Patricia,Brown,92,brown,ginger
Susan,Smith,12,brown,white
Mary,Thomas,50,blue,ginger
Michael,Miller,60,green,blonde
Linda,Brown,23,hazel,grey
Jennifer,Davis,20,brown,white
Susan,Brown,78,blue,white
Michael,Garcia,48,brown,brown
Mary,Williams,74,hazel,ginger
Robert,Johnson,75,brown,white
Robert,Jones,3,hazel,grey
James,Smith,67,brown,black
Susan,Davis,85,brown,ginger
Michael,Garcia,42,green,grey
Susan,Garcia,93,blue,black
Michael,Thomas,72,hazel,blue
Susan,Jones,98,green,ginger
James,Williams,14,blue,blonde
Michael,Smith,73,blue,black
Jennifer,Brown,45,hazel,brown
David,Williams,49,green,brown
James,Davis,85,green,black
Patricia,Johnson,19,blue,white
Jennifer,Thomas,74,blue,white
Robert,Smith,82,blue,black
John,Miller,80,blue,white
Susan,Jones,8,blue,white
Robert,Davis,26,blue,white
Jennifer,Jones,13,blue,white
Mary,Johnson,29,green,white
Jennifer,Johnson,4,blue,blonde
John,Miller,68,brown,white
Mary,Miller,10,brown,blue
Linda,Davis,38,hazel,brown
Michael,Miller,75,blue,blue
Patricia,Johnson,26,hazel,ginger
James,Brown,4,green,ginger
John,Johnson,21,green,blue
David,Smith,76,blue,blue
David,Miller,80,brown,black
John,Davis,81,blue,blue
Susan,Miller,73,brown,black
Jennifer,Thomas,38,brown,brown
Linda,Johnson,34,green,brown
James,Wilson,73,green,blue
James,Thomas,20,hazel,grey
Patricia,Williams,81,blue,grey
Jennifer,Johnson,21,blue,blue
John,Johnson,95,green,brown
Robert,Garcia,10,brown,ginger
Robert,Brown,72,green,white
James,Smith,54,green,grey
James,Wilson,26,green,grey
John,Brown,16,green,ginger
Susan,Wilson,51,blue,blue
John,Garcia,4,hazel,brown
Susan,Johnson,29,green,ginger
Jennifer,Miller,98,green,ginger
David,Wilson,82,blue,brown
Patricia,Smith,64,green,brown
Susan,Jones,29,brown,brown
John,Garcia,17,brown,white
Robert,Brown,89,green,ginger
Mary,Johnson,24,green,black
John,Jones,5,blue,white
David,Johnson,2,blue,blue
Robert,Davis,39,hazel,ginger
Jennifer,Jones,82,green,brown
Susan,Smith,17,blue,ginger
Jennifer,Thomas,63,hazel,grey
Mary,Jones,91,blue,blonde
Linda,Garcia,2,brown,brown
James,Johnson,52,green,blue
Linda,Brown,17,green,white
Mary,Miller,72,brown,brown
Susan,Jones,79,green,ginger
David,Jones,15,hazel,blonde
Patricia,Thomas,71,green,blonde
David,Smith,43,blue,blonde
Robert,Jones,20,blue,brown
Michael,Miller,87,blue,brown
Patricia,Wilson,8,brown,blonde
Mary,Davis,49,hazel,ginger
John,Johnson,25,hazel,ginger
Robert,Brown,42,blue,blonde
Michael,Williams,94,brown,blue
James,Jones,33,brown,blonde
John,Jones,59,blue,white
James,Davis,78,brown,white
James,Jones,26,green,black
Linda,Williams,49,brown,grey
James,Wilson,44,brown,blue
Susan,Jones,27,hazel,blue
David,Jones,66,brown,black
Robert,Garcia,89,hazel,white
Linda,Thomas,21,green,white
Linda,Thomas,32,green,white
Michael,Miller,87,brown,grey
Robert,Garcia,47,brown,ginger
Susan,Miller,33,brown,brown
Susan,Brown,54,brown,ginger
Michael,Thomas,22,hazel,white
Mary,Wilson,16,green,blue
James,Johnson,38,hazel,grey
Michael,Thomas,8,hazel,blonde
Michael,Miller,74,blue,grey
Susan,Smith,14,green,blonde
Patricia,Jones,63,brown,white
James,Miller,10,blue,black
Robert,Jones,83,green,black
James,Brown,74,brown,brown
Patricia,Smith,91,brown,white
Michael,Wilson,50,green,black
John,Miller,2,hazel,white
James,Johnson,73,blue,black
Linda,Jones,30,brown,white
Jennifer,Brown,44,blue,brown
Jennifer,Smith,95,hazel,blonde
Jennifer,Miller,69,green,blonde
Mary,Jones,8,brown,ginger
Linda,Jones,82,blue,blue
Susan,Johnson,77,brown,grey
Mary,Brown,84,green,white
Robert,Johnson,67,green,ginger
David,Smith,80,blue,ginger
John,Williams,53,blue,ginger
Patricia,Johnson,45,brown,ginger
Jennifer,Davis,15,blue,ginger
Jennifer,Jones,60,hazel,grey
Michael,Smith,52,hazel,ginger
Mary,Brown,66,green,grey
Susan,Williams,87,blue,brown
Susan,Miller,5,blue,grey
Linda,Miller,35,hazel,ginger
David,Thomas,98,hazel,blonde
Susan,Johnson,44,hazel,ginger
Susan,Miller,5,blue,blue
James,Brown,51,brown,ginger
Linda,Miller,94,brown,blonde
Susan,Johnson,37,blue,blonde
Robert,Jones,92,green,brown
John,Jones,6,brown,grey
Mary,Davis,37,hazel,black
James,Davis,91,hazel,ginger
Susan,Thomas,19,brown,blonde
Patricia,Brown,54,green,grey
Jennifer,Wilson,10,brown,grey
David,Brown,63,blue,blonde
Patricia,Wilson,11,blue,blonde
Robert,Thomas,41,hazel,ginger
Robert,Jones,13,blue,blonde
Robert,Wilson,61,green,brown
Patricia,Jones,95,blue,blue
Mary,Jones,21,blue,white
David,Jones,77,green,grey
Jennifer,Garcia,55,blue,brown
David,Jones,3,green,brown
David,Miller,39,blue,white
John,Smith,26,brown,black
John,Miller,19,hazel,black
James,Wilson,76,hazel,white
Mary,Jones,76,brown,blue
James,Miller,9,hazel,black
Mary,Davis,51,hazel,black
Robert,Johnson,85,blue,grey
Michael,Johnson,49,blue,blonde
Jennifer,Miller,65,hazel,black
David,Miller,15,brown,blonde
Patricia,Brown,86,brown,black
Michael,Wilson,4,green,grey
Linda,Brown,42,brown,blonde
James,Davis,57,green,brown
John,Davis,67,blue,brown
James,Williams,83,blue,blonde
John,Thomas,21,hazel,blue
Mary,Johnson,74,green,black
Susan,Brown,77,brown,ginger
Patricia,Miller,8,hazel,white
David,Thomas,77,blue,blonde
Susan,Brown,68,brown,blonde
Linda,Brown,61,hazel,grey
James,Davis,17,green,blonde
Patricia,Thomas,80,blue,blonde
Susan,Williams,38,green,brown
Robert,Garcia,30,hazel,blue
Linda,Johnson,68,green,brown
Michael,Brown,5,blue,brown
Robert,Wilson,28,brown,blue
Mary,Jones,70,green,brown
David,Jones,81,blue,blonde
Mary,Jones,38,blue,grey
Patricia,Davis,48,hazel,grey
James,Smith,95,green,blonde
Mary,Brown,80,brown,brown
Linda,Smith,25,blue,grey
Jennifer,Johnson,89,brown,blue
Susan,Williams,90,blue,white
Patricia,Davis,55,hazel,black
Patricia,Garcia,63,hazel,grey
Patricia,Miller,23,green,ginger
Jennifer,Wilson,49,green,blue
David,Brown,45,green,white
Robert,Garcia,42,brown,brown
James,Brown,73,green,grey
Robert,Johnson,56,hazel,grey
Michael,Wilson,80,hazel,grey
James,Williams,52,brown,grey
Patricia,Jones,63,blue,blue
Jennifer,Jones,95,brown,ginger
Robert,Wilson,45,blue,black
Mary,Jones,78,hazel,white
Jennifer,Williams,37,blue,black
Susan,Smith,22,hazel,blonde
Mary,Wilson,33,blue,brown
James,Johnson,74,brown,blonde
Patricia,Davis,80,hazel,white
John,Johnson,93,green,blue
Jennifer,Thomas,71,blue,blonde
James,Garcia,46,hazel,grey
Jennifer,Miller,84,green,ginger
James,Wilson,20,green,black
Susan,Davis,57,brown,white
Michael,Jones,46,brown,blonde
John,Davis,66,hazel,black
David,Garcia,79,green,ginger
Jennifer,Garcia,81,brown,ginger
Michael,Johnson,36,blue,grey
Susan,Smith,27,blue,white
John,Brown,64,blue,white
David,Smith,44,green,ginger
Mary,Davis,48,hazel,ginger
Mary,Jones,48,brown,grey
John,Garcia,82,brown,black
Robert,Smith,39,hazel,blue
John,Jones,8,hazel,ginger
Susan,Brown,89,hazel,brown
Patricia,Miller,42,blue,blue
John,Davis,64,blue,black
Robert,Smith,34,blue,blonde
John,Jones,19,hazel,black
Michael,Miller,93,blue,grey
James,Davis,60,blue,ginger
Susan,Smith,88,hazel,grey
Susan,Davis,66,hazel,black
Mary,Thomas,89,green,ginger
Mary,Thomas,18,brown,ginger
Robert,Smith,48,hazel,grey
Patricia,Johnson,57,blue,grey
Mary,Jones,9,brown,black
Mary,Jones,62,brown,ginger
Patricia,Johnson,40,hazel,white
Robert,Garcia,73,green,blue
Susan,Thomas,45,green,blonde
Robert,Williams,29,brown,white
Linda,Williams,53,green,blue
James,Thomas,44,green,grey
Mary,Smith,90,brown,ginger
Patricia,Johnson,71,green,brown
John,Williams,26,blue,brown
James,Davis,13,green,black
Susan,Garcia,91,hazel,white
James,Garcia,41,green,brown
Jennifer,Wilson,39,brown,brown
Patricia,Miller,73,green,black
Jennifer,Wilson,88,green,blue
Jennifer,Johnson,40,hazel,white
Jennifer,Thomas,63,brown,brown
David,Garcia,17,brown,brown
Patricia,Smith,6,hazel,black
Jennifer,Smith,61,hazel,grey
Patricia,Thomas,98,hazel,grey
Michael,Brown,28,brown,black
John,Jones,88,blue,black
Mary,Johnson,81,green,blue
Robert,Davis,82,brown,grey
James,Johnson,94,brown,ginger
Michael,Garcia,20,brown,black
David,Williams,83,green,blue
James,Garcia,84,blue,blue
Mary,Brown,79,hazel,brown
Mary,Miller,77,hazel,black
Susan,Jones,77,green,brown
Robert,Williams,30,hazel,ginger
James,Williams,15,hazel,blonde
Mary,Williams,95,brown,ginger
Linda,Brown,42,blue,blue
Mary,Wilson,25,brown,blue
Michael,Garcia,21,blue,ginger
Jennifer,Smith,1,hazel,white
Patricia,Brown,66,green,brown
Patricia,Smith,86,blue,blonde
Robert,Johnson,39,brown,blonde
Susan,Miller,36,brown,blue
James,Jones,37,green,black
Susan,Smith,68,hazel,brown
James,Brown,6,green,grey
Susan,Johnson,92,brown,black
David,Smith,58,brown,grey
Robert,Thomas,26,blue,black
John,Garcia,98,blue,brown
David,Jones,16,hazel,white
Susan,Garcia,32,hazel,white
Susan,Brown,89,hazel,white
David,Thomas,45,green,black
John,Miller,19,green,brown
Linda,Johnson,18,green,ginger
Michael,Brown,1,green,blonde
Susan,Brown,12,green,white
David,Brown,66,green,blue
John,Jones,50,blue,black
Linda,Miller,91,green,ginger
James,Williams,53,green,brown
James,Thomas,9,green,grey
Linda,Brown,84,hazel,white
Susan,Jones,75,brown,brown
David,Jones,12,brown,grey
Patricia,Garcia,87,green,blonde
David,Williams,28,blue,white
Robert,Brown,77,green,blue
Mary,Davis,66,hazel,blonde
James,Miller,78,brown,white
James,Jones,29,blue,white
Linda,Miller,6,brown,black
Jennifer,Smith,87,green,white
Jennifer,Williams,81,green,blue
Patricia,Smith,5,brown,blue
James,Brown,45,blue,blonde
Jennifer,Smith,21,blue,grey
James,Miller,51,hazel,brown
James,Thomas,93,green,black
Mary,Wilson,49,brown,white
Susan,Wilson,86,green,blonde
John,Johnson,72,green,ginger
Patricia,Miller,88,brown,grey
Patricia,Smith,91,green,white
David,Smith,93,green,white
Michael,Garcia,34,brown,white
John,Wilson,50,hazel,white
Michael,Johnson,34,green,grey
Robert,Davis,55,green,brown
Linda,Garcia,61,brown,blonde
Mary,Miller,20,blue,brown
Patricia,Williams,62,blue,black
Patricia,Smith,69,blue,ginger
Jennifer,Miller,24,green,grey
Patricia,Johnson,91,green,grey
Jennifer,Johnson,19,brown,grey
Michael,Wilson,97,brown,grey
David,Thomas,66,blue,grey
John,Thomas,55,hazel,grey
Mary,Wilson,34,green,brown
Linda,Johnson,58,blue,white
Patricia,Thomas,85,brown,ginger
Mary,Johnson,33,hazel,black
Mary,Miller,83,green,blue
John,Jones,83,hazel,blue
Susan,Brown,93,brown,white
John,Jones,84,green,black
David,Brown,8,brown,grey
Jennifer,Jones,94,brown,brown
